Study ID,Study Title,Institute,Analysis,Released,Samples,tissue,condition,treatment,Download  (* : Contains raw data),url,Collection Summary,Sample Type,Collection Location,analysis_id,ion_mode,ms_instrument_type,ms_instrument_name,ms_method_file,lc_type,lc_system,column_model,lc_method_file,analytical_time,lc_summary
ST002118,Exposures to Metals in Pregnant Women and the Impact on Fetal Development and Birth Outcomes in Suriname,University of Pittsburgh,LC-MS  #,3/22/23 0:00,824,serum,pregnant women (n=1143; ages: 16-49 years) and their babies/children (n=1069),,Uploaded data (81.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002118,"The Caribbean Consortium for Environmental and Occupational Health, a NIH-funded integrated research and research training program, started in 2015. The research component is a population-based prospective longitudinal environmental epidemiologic cohort study addressing the potential adverse impact of chemical and non-chemical environmental exposures in mother/child dyads in Suriname. The study determines associations between exposures to neurotoxicants (metals and pesticides) and essential elements and non-chemical stressors in pregnant women and the impact on birth and neurodevelopmental outcomes. The study population consists of culturally diverse pregnant women (n=1143; ages: 16-49 years) and their babies/children (n=1069). Data collection takes place twice prenatally, at birth, 12, 36, and 48 months. Through HHEAR, targeted and untargeted (metabolomics) analyses will characterize exposure to metals in a sub-cohort of pregnant women for whom exposure data are not yet available. This expanded exposure analysis will enable a more comprehensive cumulative risk assessment of adverse birth and neurodevelopmental outcomes in the overall cohort.",Blood (serum),,AN003466,POSITIVE,Orbitrap,Thermo Q Exactive HF-X Orbitrap,,Reversed phase,Thermo Vanquish,,,22 min,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003600,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003600,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003600,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003600,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003601,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003601,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003601,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003601,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003602,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003602,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003602,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003602,NEGATIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003603,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003603,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003603,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002200,Human Trisome Project Plasma Metabolomics v1,University of Colorado Denver,LC-MS,6/15/23 0:00,419,plasma,"316 individuals with trisomy 21 (T21, Down syndrome) and 103 euploid controls.",,Uploaded data (85.2G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002200,"All study participants were enrolled in the Crnic Institute Human Trisome Project (HTP) under a study protocol approved by the Colorado Multiple Institutional Review Board (NCT02864108, see also www.trisome.org). Written informed consent was obtained from all study participants or their legal guardians. Data were generated from deidentified biospecimens and linked to demographics and clinical metadata for analysis. Peripheral blood samples were collected into BD Vacutainer K2 EDTA tubes (BD, Cat # 366643) and processed within 2 hrs of blood draw by centrifugation at 700 x g for 15 min to separate plasma, buffy coat (white blood cells, WBCs), and red blood cells (RBCs) which were aliquoted, flash-frozen, and stored at -80°C. Subsequent processing was carried out as described below, with aliquots selected to minimize freeze/thaw cycles.",Blood (plasma),,AN003603,POSITIVE,Orbitrap,Thermo Q Exactive Orbitrap,,Reversed phase,Thermo Vanquish,,https://www.metabolomicsworkbench.org/data/file_retrieve_and_download.php?FILENAME=Merged_chromatography_methods_metabolites_and_lipids.docx,,
ST002233,Batch variation of large scale LC-MS metabolomics analysis of human plasma samples,The Jackson Laboratory for Genomic Medicine,LC-MS  #,11/1/22 0:00,268,plasma,,,Uploaded data (9.5G)  *  (Data format:raw(Thermo)),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002233,Two different deidentified human plasma pooled samples were used for this study: a) commercial Qstd plasma pool ; b) biosamples (from 1R01AI149746 (NIH-NIAID) samples) plasma pool,Blood (plasma),,AN003643,POSITIVE,Orbitrap,Thermo Orbitrap ID-X tribrid,,HILIC,Thermo Scientific Vanquish Horizon UHPLC system,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003651,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003651,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003651,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003651,POSITIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003652,NEGATIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003652,NEGATIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003652,NEGATIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
ST002238,LC-HRMS based plasma metabolomics analysis for biomarker discovery of neuroblastoma: 3-O-methyldopa is a new biomarker of poor prognosis of metastatic disease,Istituto Giannina Gaslini,LC-MS  #,8/17/22 0:00,831,plasma ,Neuroblastoma (NB),,Uploaded data (275.5G)  *  (Data format:mzML),https://www.metabolomicsworkbench.org/data/DRCCMetadata.php?Mode=Study&StudyID=ST002238,"Plasma samples were obtained from patients with NB at the diagnosis from peripheral venous blood collected in 3 mL EDTA K3-containing tubes, centrifuged at 4000 g for 5 min at 4 °C and stored at -80°C until analysed.",Blood (plasma),,AN003652,NEGATIVE,Orbitrap,Thermo Q Exactive Plus Orbitrap,,Reversed phase,Thermo Vanquish,,,,
