id,title,size,affliations,organism_part,[Instrument],factors,keywords,public_released_date,description,organism,url,[Mass analyzer],[Scan m/z range],[Scan polarity],[CE Instrument],[Column type],[Column model],[Ion source],[Autosampler model],[Guard column],[Chromatography Instrument]
MTBLS266,"Individual variability in human blood metabolites identifies age-related differences (30 persons, plasma data).",2.36GB,"['Graduate School of Medicine, Kyoto University', 'G0 Cell Unit, Okinawa Institute of Science and Technology Graduate University (OIST)']",['blood plasma'],['Thermo Scientific LTQ Orbitrap'],"['collection time point', 'surgery type']","['blood metabolome', 'tandem mass spectrometry', 'high-performance liquid chromatography-mass spectrometry', 'untargeted metabolites']",3/10/16 0:00,"Metabolites present in human blood document individual physiological states influenced by genetic, epigenetic, and life-style factors. Using high-resolution liquid chromatography-mass spectrometry (LC-MS), we performed non-targeted, quantitative metabolomics analysis in blood of 15 young (29±4 yr) and 15 elderly (81±7 yr) individuals. Coefficients of variation (CV=standard deviation/mean) were obtained for 126 blood metabolites of all 30 donors. Fifty-five RBC-enriched metabolites, for which metabolomics studies have been scarce, are highlighted here. We found fourteen blood compounds that show remarkable age-related increases or decreases; they include 1,5-anhydroglucitol, dimethyl-guanosine, acetyl-carnosine, carnosine, ophthalmic acid, UDP-acetyl-glucosamine, N-acetyl-arginine, N6-acetyl-lysine, pantothenate, citrulline, leucine, isoleucine, NAD+, NADP+. Six of them are RBC-enriched, suggesting that RBC metabolomics is highly valuable for human aging research. Age differences are partly explained by a decrease in anti-oxidant production or increasing inefficiency of urea metabolism among the elderly. Pearson’s coefficients demonstrated that some age-related compounds are correlated, suggesting that aging affects them concomitantly. While our CV values are mostly consistent with those previously published, we here report novel CVs of 51 blood compounds. Compounds having moderate to high CV values (0.4-2.5) are often modified. Compounds having low CV values such as ATP and glutathione may be related to various diseases as their concentrations are strictly controlled, and changes in them would compromise health. Thus human blood is a rich source of information about individual metabolic differences. </p> Data from three injections of the same sample and three samples prepared from the same donated blood are available under accession number MTBLS263. Blood samples drawn from four volunteers four times within 24 h are available under accession number MTBLS264. Whole blood metabolomic data from all 30 subjects are available under accession number MTBLS265. RBC data from all 30 subjects can be found under MTBLS267.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS266,['orbitrap'],['100-1000'],"['negative', 'positive']",,['HILIC'],"['ZIC-pHILIC (5 µm, 2.1 mm x 150 mm; Merck Sequant)']",['electrospray ionization'],,,['Michrom BioResources Paradigm MS4 HPLC system']
MTBLS4,"High-resolution extracted ion chromatography, a new tool for metabolomics and lipidomics using a second-generation orbitrap mass spectrometer",3.40GB,['Medical Research Council'],['blood plasma'],['Thermo Scientific Exactive'],"['collection time point', 'surgery type']","['metabolomic profiling', 'Lipidomics', 'ultra-performance liquid chromatography-mass spectrometry', 'open profiling', 'targeted metabolites', 'phospholipid']",2/14/12 0:00,"Most analytical methods in metabolomics are based on one of two strategies. The first strategy is aimed at specifically analysing a limited number of known metabolites or compound classes. Alternatively, an unbiased approach can be used for profiling as many features as possible in a given metabolome without prior knowledge of the identity of these features. Using high-resolution mass spectrometry with instruments capable of measuring m/z ratios with sufficiently low mass measurement uncertainties and simultaneous high scan speeds, it is possible to combine these two strategies, allowing unbiased profiling of biological samples and targeted analysis of specific compounds at the same time without compromises. Such high mass accuracy and mass resolving power reduces the number of candidate metabolites occupying the same retention time and m/z ratio space to a minimum. In this study, we demonstrate how targeted analysis of phospholipids as well as unbiased profiling is achievable using a benchtop orbitrap instrument after high-speed reversed-phase chromatography. The ability to apply both strategies in one experiment is an important step forward in comprehensive analysis of the metabolome.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS4,['orbitrap'],['150-1000'],['positive'],,['reverse phase'],"['Hypersil GOLD C18 (1.9 μm, 2.1 mm x 50 mm; Thermo Scientific)']",['electrospray ionization'],,,['Thermo Scientific Accela UHPLC System']
MTBLS8920,Use of UHPLC-HRMS to profile the metabolites from the serum of breast cancer patients,3.28GB,[],['blood serum'],['Thermo Scientific Orbitrap Exploris 120'],['Disease'],"['breast cancer', 'untargeted metabolites', 'ultra-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry']",['electrospray ionization'],"<p>Breast cancer (BC) is the most common malignancy and the leading cause of cancer-related mortality in women worldwide. As such exploring the metabolic changes during human breast carcinogenesis is important for developing disease prevention methods and treatments. In the present study, non-targeted metabolomics with chemometrics based on ultrahigh performance liquid chromatography-high resolution mass spectrometry was conducted to analyze the differences in serum metabolite patterns between female patients with BC and healthy individuals. A total of 3246 metabolites at various concentrations in the sera of healthy controls and patients with BC were found. Kyoto Encyclopedia of Genes and Genomes pathway analysis demonstrated that arginine, proline, nicotinate, nicotinamide, caffeine and arachidonic acid metabolism as well as fatty acid biosynthesis were significantly altered in BC patients in comparison to controls. These results suggest that serum metabolic profiling has great potential in discovering molecular biomarkers for the detection of BC breast cancer. They may also help to further our understanding of the underlying mechanisms associated with this debilitating disease.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS8920,['orbitrap'],['60-1200'],"['negative', 'positive']",,['HILIC'],"['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 100 mm; Waters)']",[''],,,['Thermo Scientific Vanquish UHPLC System']
MTBLS1991,A Molecular Index for Biological Age identified from the Metabolome and Senescence-associated Secretome in Humans.,8.16GB,"['University of Pittsburgh, USA']",['blood serum'],['Q Exactive'],"['Hispanic', 'Race', 'Gender', 'Cancer diagnosis', 'Fall past year', 'Ever smoked', 'Current smoke', 'Stopped smoke', 'Duration smoked', 'Smoke Freq', 'Age', 'Age group', 'totalSPPBScore', 'Gait speed', 'Weight', 'Height', 'BMI', 'Heart disease', 'Hypertension', 'Lung disease', 'Diabetes', 'Stomach ulcer', 'Kidney disease', 'Liver disease', 'Anemia', 'Cancer', 'Depression', 'Osteoarthritis', 'Back pain', 'Rheumatoid arthritis', 'Other Medical', 'Comorbidity Score', 'Dominant Grip Strength', 'Non-dominant Grip Strength', 'Digit Symbol Substitution Test', 'Montreal Cognitive Assessment Total', 'SF36 Physical Function Index', 'SF36 Role-Physical', 'SF36 Role-Emotional', 'SF36 Social Function', 'SF36 Bodily Pain', 'SF36 Mental Health Index', 'SF36 Vitality', 'SF36 General Health perceptions', 'Fried Frail Scale', 'Clinical Frailty Category', 'Heart Failure Meds', 'Batch']","['ultra-performance liquid chromatography-mass spectrometry', 'untargeted metabolites', 'metabolon', 'tandem mass spectrometry', 'senescence-associated secretome', 'Cell Aging', 'Aging']",['electrospray ionization'],"<p>Unlike chronological age, biological age is a strong indicator of health of an individual. However, the molecular fingerprint associated with biological age is ill-defined. To define a high-resolution signature of biological age, we analyzed metabolome, circulating senescence-associated secretome (SASP)/inflammation markers and the interaction between them, from a cohort of healthy and rapid agers. The balance between two fatty acid oxidation mechanisms, β-oxidation and ω-oxidation, determined the extent of functional aging. Furthermore, a panel of 25 metabolites, Healthy Aging Metabolic (HAM) index, predicted healthy agers regardless of gender and race. HAM index was also validated in an independent cohort. Causal inference with machine learning implied three metabolites, b-cryptoxanthin, prolylhydroxyproline and eicosenoylcarnitine as drivers of biological aging. Multiple SASP markers were also elevated in rapid agers. Together, our findings reveal that a network of metabolic pathways underlie biological aging, and the HAM index could serve as a predictor of phenotypic aging in humans.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS1991,['orbitrap'],"['110-1000', '80-1000', '70-1000']","['positive scan', 'negative scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",,,['Xcalibur'],['Waters ACQUITY UPLC system']
MTBLS850,Features of acute COVID-19 associated with post-acute sequelae of SARS-CoV-2 phenotypes: results from the IMPACC study,5.63GB,"[""Boston Children's Hospital, Boston, MA, USA."", 'Harvard Medical School, Boston, MA, USA.']",['blood plasma'],"['Q Exactive', 'Q Exactive Plus']","['Batch', 'Phase']","['ultra-performance liquid chromatography-mass spectrometry', 'untargeted metabolites', 'metabolon', 'tandem mass spectrometry', 'COVID-19']",['electrospray ionization'],"Post-acute sequelae of SARS-CoV-2 (PASC) is a significant public health concern. We describe Patient Reported Outcomes (PROs) on 590 participants prospectively assessed from hospital admission for COVID-19 through one year after discharge. Modeling identified 4 PRO clusters based on reported deficits (minimal, physical, mental/cognitive, and multidomain), supporting heterogenous clinical presentations in PASC, with sub-phenotypes associated with female sex and distinctive comorbidities. During the acute phase of disease, a higher respiratory SARS-CoV-2 viral burden and lower Receptor Binding Domain and Spike antibody titers were associated with both the physical predominant and the multidomain deficit clusters. A lower frequency of circulating B lymphocytes by mass cytometry (CyTOF) was observed in the multidomain deficit cluster. Circulating fibroblast growth factor 21 (FGF21) was significantly elevated in the mental/cognitive predominant and the multidomain clusters. Future efforts to link PASC to acute anti-viral host responses may help to better target treatment and prevention of PASC.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS850,['orbitrap'],"['110-1000', '80-1000', '70-1000']","['positive scan', 'negative scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",,,['Xcalibur'],['Waters ACQUITY UPLC system']
MTBLS300,Gut Microbiome Composition Is Associated With Future Onset of Crohn's Disease in Healthy First-Degree Relatives.,133.94GB,"['Division of Gastroenterology & Hepatology, Temerty Faculty of Medicine, University of Toronto, Toronto, Ontario, Canada. Zane Cohen Centre for Digestive Diseases, Mount Sinai Hospital, Toronto, Ontario, Canada.']","['urine', 'blood serum', 'feces']",['Q Exactive'],[],"['ultra-performance liquid chromatography-mass spectrometry', 'targeted metabolomics', 'tandem mass spectrometry', 'metabolon']",['electrospray ionization'],"<h4><strong>BACKGROUND &amp; AIMS: </strong>The cause of Crohn's disease (CD) is unknown, but the current hypothesis is that microbial or environmental factors induce gut inflammation in genetically susceptible individuals, leading to chronic intestinal inflammation. Case-control studies of patients with CD have cataloged alterations in the gut microbiome composition; however, these studies fail to distinguish whether the altered gut microbiome composition is associated with initiation of CD or is the result of inflammation or drug treatment.</h4><h4><strong>METHODS:</strong> In this prospective cohort study, 3483 healthy first-degree relatives (FDRs) of patients with CD were recruited to identify the gut microbiome composition that precedes the onset of CD and to what extent this composition predicts the risk of developing CD. We applied a machine learning approach to the analysis of the gut microbiome composition (based on 16S ribosomal RNA sequencing) to define a microbial signature that associates with future development of CD. The performance of the model was assessed in an independent validation cohort.</h4><h4><strong>RESULTS:</strong> In the validation cohort, the microbiome risk score (MRS) model yielded a hazard ratio of 2.24 (95% confidence interval, 1.03-4.84; P&nbsp;= .04), using the median of the MRS from the discovery cohort as the threshold. The MRS demonstrated a temporal validity by capturing individuals that developed CD up to 5 years before disease onset (area under the curve &gt; 0.65). The 5 most important taxa contributing to the MRS included Ruminococcus torques, Blautia, Colidextribacter, an uncultured genus-level group from Oscillospiraceae, and Roseburia.</h4><h4><strong>CONCLUSION:</strong> This study is the first to demonstrate that gut microbiome composition is associated with future onset of CD and suggests that gut microbiome is a contributor in the pathogenesis of CD.</h4>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS300,['orbitrap'],"['110-1000', '80-1000', '70-1000']","['negative', 'positive']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",,,['Xcalibur'],['Waters ACQUITY UPLC system']
MTBLS7753,Untargeted plasma metabolome identifies biomarkers in patients with extracranial arteriovenous malformations,2.95GB,['China-Japan Friendship Hospital'],['blood plasma'],['Thermo Scientific Orbitrap Exploris 120'],['Disease'],"['arteriovenous malformation', 'biomarker', 'untargeted metabolites', 'ultra-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry']",['electrospray ionization'],"<p><strong>OBJECTIVE:</strong> This study aimed to investigate the plasma metabolic profile of patients with extracranial arteriovenous malformations (AVM).</p><p><strong>METHOD:</strong> Plasma samples were collected from 32 AVM patients and 30 healthy controls (HC). Ultra-high performance liquid chromatography-mass spectrometry (UHPLC-MS) was employed to analyze the metabolic profiles of both groups. Metabolic pathway enrichment analysis was performed through Kyoto Encyclopedia of Genes and Genomes (KEGG) database and MetaboAnalyst. Additionally, machine learning algorithms such as Least Absolute Shrinkage and Selection Operator (LASSO) and random forest (RF) were conducted to screen characteristic metabolites. The effectiveness of the serum biomarkers for AVM was evaluated using a receiver-operating characteristics (ROC) curve.</p><p><strong>RESULT:</strong> In total, 184 differential metabolites were screened in this study, with 110 metabolites in positive ion mode and 74 metabolites in negative mode. Lipids and lipid-like molecules were the predominant metabolites detected in both positive and negative ion modes. Several significant metabolic pathways were enriched in AVMs, including lipid metabolism, amino acid metabolism, carbohydrate metabolism and protein translation. Through machine learning algorithms, 9 metabolites were identify as characteristic metabolites, including hydroxy-proline, L-2-Amino-4-methylenepentanedioic acid, piperettine, 20-hydroxy-PGF2a, 2,2,4,4-tetramethyl-6-(1-oxobutyl)-1,3,5-cyclohexanetrione, DL-tryptophan, 9-oxoODE, alpha-Linolenic acid and dihydrojasmonic acid.</p><p><strong>CONCLUSION:</strong> Patients with extracranial AVMs exhibited significantly altered metabolic patterns compared to healthy controls, which could be identified using plasma metabolomics. These findings suggest that metabolomic profiling can aid in the understanding of AVM pathophysiology and potentially inform clinical diagnosis and treatment.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS7753,['orbitrap'],['70-1050'],"['negative', 'positive']",,['reverse phase'],"['ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)']",[''],,,['Thermo Scientific Vanquish UHPLC System']
MTBLS2308,Microbial community-scale metabolic modelling predicts personalized short-chain fatty acid production profiles in the human gut,72.72GB,"['Institute for Systems Biology, Seattle, WA 98109, USA']",['Homo sapiens'],['blood plasma'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2308,['Waters ACQUITY UPLC system'],,['electrospray ionization'],"['80-1000', '70-1000', '110-1000']",,"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",['orbitrap'],"['reverse phase', 'HILIC']","['Q Exactive Plus', 'Q Exactive']","['positive scan', 'negative scan']",[''],['electrospray inlet'],['MS1 spectrum'],"['Exactive Series slot #0752', 'Exactive Series slot #1130', 'Exactive Series slot #955', 'QXA02', 'Exactive Series slot #751', 'Exactive Series slot #754', 'Instrument slot1', 'Exactive Series slot #1124', 'Exactive Series slot #1', 'Exactive Series slot #959', 'Exactive Series slot #1052']","['0.001-6.701', '0.001-6.499', '0.001-6.498', '0.001-6.502', '0.002-6.501', '0.002-6.503', '0.001-6.500', '0.002-3.504', '0.001-6.699', '0.001-3.501', '0.001-6.702', '0.002-6.498', '0.003-6.698', '0.002-6.699', '0.002-6.702', '0.001-6.698', '0.002-6.700', '0.002-6.505', '0.003-3.503', '0.001-6.703', '0.001-6.501', '0.001-6.700', '0.001-6.697', '0.002-6.502', '0.001-6.504', '0.003-3.499', '0.002-6.704', '0.002-3.502', '0.004-6.699', '0.002-3.503', '0.003-3.501', '0.003-6.502', '0.001-6.704', '0.002-3.499', '0.001-3.502', '0.003-3.500', '0.002-6.703', '0.003-6.500', '0.002-6.497', '0.002-6.500', '0.003-6.501', '0.003-6.503', '0.003-6.704', '0.002-3.501', '0.003-3.504', '0.003-6.504', '0.002-3.498', '0.003-6.702', '0.002-6.697', '0.002-6.499', '0.003-6.701', '0.002-3.500', '0.003-6.699', '0.003-3.498', '0.003-3.497', '0.002-3.505', '0.002-6.701', '0.003-6.703', '0.003-6.700', '0.002-6.504', '0.002-6.698', '0.003-3.502', '0.001-6.503']"
MTBLS2245,Maternal steroids during pregnancy and their associations with ambient air pollution and temperature during preconception and early gestational periods,22.35GB,[],['Homo sapiens'],['blood serum'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2245,['Waters ACQUITY UPLC system'],,['electrospray ionization'],"['80-1000', '110-1000', '70-1000']",,"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",['orbitrap'],"['HILIC', 'reverse phase']",['Q Exactive'],"['positive scan', 'negative scan']",[''],['electrospray inlet'],['MS1 spectrum'],"['Exactive Series slot #1', 'Exactive Series slot #1179']","['0.001-6.502', '0.002-6.501', '0.002-6.503', '0.002-3.504', '0.001-6.500', '0.002-6.699', '0.002-6.702', '0.002-6.700', '0.003-3.503', '0.001-6.501', '0.002-6.704', '0.002-6.502', '0.001-6.504', '0.002-3.502', '0.002-3.503', '0.003-3.501', '0.003-6.502', '0.003-3.500', '0.002-6.703', '0.003-6.500', '0.003-6.503', '0.002-6.500', '0.003-6.501', '0.003-3.504', '0.002-3.501', '0.003-6.504', '0.002-6.697', '0.002-3.500', '0.002-6.701', '0.002-6.504', '0.002-6.698', '0.003-3.502', '0.001-6.503']"
MTBLS948,Assessment of plasma metabolomic biomarkers in various pediatric diseases,21.37GB,[],['Homo sapiens'],['Blood Plasma'],https://www.ebi.ac.uk/metabolights/editor/MTBLS948,['Waters ACQUITY UPLC system'],,['electrospray ionization'],"['80-1000', '110-1000', '70-1000']",,"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['orbitrap'],"['reverse phase', 'HILIC']",['Q Exactive'],"['positive', 'negative']",[''],['electrospray inlet'],['MS1 spectrum'],"['Exactive Series slot #1', 'Exactive Series slot #1179']","['0.002-3.500', '0.002-6.502', '0.002-3.502', '0.002-3.504', '0.002-3.503', '0.002-6.500', '0.002-6.503', '0.002-6.501', '0.002-3.501', '0.002-6.504']"
MTBLS310,A red wine intervention does not modify plasma trimethylamine N-oxide but is associated with broad shifts in the plasma metabolome and gut microbiota composition,9.32GB,[],['Homo sapiens'],['blood plasma'],https://www.ebi.ac.uk/metabolights/editor/MTBLS310,['Waters ACQUITY UPLC system'],,['electrospray ionization'],"['80-1000', '110-1000', '70-1000']",,"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",['orbitrap'],"['reverse phase', 'HILIC']",['Q Exactive'],"['positive scan', 'negative']",[''],['electrospray inlet'],['MS1 spectrum'],"['Exactive Series slot #1128', 'Exactive Series slot #754', 'Exactive Series slot #1124', 'Exactive Series slot #1130']","['0.002-3.500', '0.002-6.502', '0.002-3.502', '0.002-6.703', '0.002-3.503', '0.002-6.701', '0.002-6.501', '0.002-6.503', '0.002-6.500', '0.002-3.501', '0.002-6.504', '0.002-6.702', '0.002-6.700']"
MTBLS8764,Metabolomics biomarkers of hepatocellular carcinoma in a prospective cohort of patients with cirrhosis,37.78GB,['The University of Texas MD Anderson Cancer Center'],['Homo sapiens'],['blood serum'],https://www.ebi.ac.uk/metabolights/editor/MTBLS8764,['Waters ACQUITY UPLC system'],,['electrospray ionization'],"['80-1000', '70-1000', '110-1000']",,"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)']",['orbitrap'],"['reverse phase', 'HILIC']","['Q Exactive Plus', 'Q Exactive']","['positive scan', 'negative scan']",[''],['electrospray inlet'],['MS1 spectrum'],"['', 'Exactive Series slot #1']","['0.004-6.501', '0.003-6.498', '0.002-6.501', '0.002-6.498', '0.002-6.699', '0.002-6.700', '0.004-6.499', '0.004-6.503', '0.003-6.698', '0.004-6.497', '0.003-3.499', '0.004-6.699', '0.003-3.501', '0.003-6.502', '0.003-6.499', '0.002-3.499', '0.004-6.698', '0.003-3.500', '0.005-6.699', '0.003-6.500', '0.003-6.503', '0.003-6.501', '0.002-6.500', '0.002-3.501', '0.005-6.698', '0.003-6.504', '0.002-3.498', '0.003-6.702', '0.002-6.697', '0.004-6.498', '0.003-6.697', '0.002-6.499', '0.002-3.500', '0.003-6.701', '0.003-6.699', '0.003-3.498', '0.002-6.701', '0.003-6.700', '0.004-6.502', '0.005-6.700', '0.002-6.698', '0.003-3.502', '0.004-6.500']"
MTBLS9118,Excoriation Disorder Is Characterized by Systemic Glutamatergic Dysfunction,1.94GB,[],"['blank', 'Homo sapiens']","['solvent', 'blood plasma']",https://www.ebi.ac.uk/metabolights/editor/MTBLS9118,['Thermo Scientific Vanquish UHPLC System'],['Thermo Scientific Vanquish Split Sampler HT'],['electrospray ionization'],['50-6000'],"['Discovery HS F5 Supelguard (3 µm, 2.1 mm x 20 mm; Supelco)']","['Discovery HS F5 (3 µm, 2.1 mm x 150 mm; Supelco) ']",['orbitrap'],['reverse phase'],['Thermo Scientific Q Exactive Plus'],"['positive', 'negative']",[''],,,,
MTBLS7736,Gallbladder microbial species and host bile acids biosynthesis linked to cholesterol gallstone comparing to pigment individuals,7.14GB,[],['Homo sapiens'],['blood plasma'],https://www.ebi.ac.uk/metabolights/editor/MTBLS7736,['Thermo Scientific Dionex Ultimate 3000 UHPLC system'],[''],['electrospray ionization'],['100-1200'],[''],"['ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)']",['orbitrap'],['reverse phase'],['Thermo Scientific Q Exactive Plus'],"['positive', 'negative']",[''],,,,
